element,id,note,operator,railway,source,layer,level,name,ref,description,fixme,video,image,note:maxspeed,railway:preserved,old_name,usage,wikidata,maxheight,wikipedia,name:ja,railway:pzb,detail,electrified,frequency,gauge,maxspeed,passenger_lines,voltage,workrules,railway:etcs,railway:lzb,railway:ballastless,railway:tilting,railway:traffic_mode,service,railway:track_ref,source:maxspeed,tunnel,bridge,railway:radio,highspeed,railway:preferred_direction,bridge:structure,railway:zbs,embankment,maxspeed:backward,maxspeed:forward,railway:ballastless:system,start_date,operator:wikidata,name:en,tracks,railway:gnt,railway:bidirectional,construction:railway:etcs,bridge:name,historic,surface,heritage,heritage:operator,lda:criteria,ref:lda,source:maxspeed:backward,source:maxspeed:forward,cutting,website,maxspeed:source,name:de,wikimedia_commons,covered,designation,abandoned:railway,disused:railway,disused:usage,railway:electricity:ref,bridge:length,railway:main_switch_off,railway:lower_pantograph_section,geometry
way,72644136,,,rail,,,,,6500,,,,,,,,branch,,,,,,,no,,1435,80,1,,,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4609116 52.6335254, 13.4617411 52.6331875)"
way,72644139,,,rail,,,,,6500,,,,,,,,branch,,,,,,,no,,1435,80,1,,,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4586561 52.6345306, 13.4595478 52.6341221, 13.4604547 52.633719)"
way,72644141,,,rail,,1,,,6500,,,,,,,,branch,,,,,,,no,,1435,80,1,,,,,,,mixed,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4582946 52.6346996, 13.4586561 52.6345306)"
way,72644144,,,rail,,,,,6500,,,,,,,,branch,,,,,,,no,,1435,80,1,,DE:EBO,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4620602 52.6330629, 13.4656436 52.6316833)"
way,72984378,,DB Netz AG,rail,,1,1,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,1,"Laut Anhang 2 zur Anlage 13.2.1 (Urmeter) zur Leistungs- und Finanzierungsvereinbarung von 2008 ist die Strecke 6109 zwischen km 0,0 und 9,5 in beiden Richtungen mit 60 km/h befahrbar",,,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4102252 52.521928, 13.4111854 52.521321, 13.411565 52.5210823, 13.4116812 52.5210092, 13.4118478 52.5209157, 13.4119138 52.5208784)"
way,72984396,,DB Netz AG,rail,,1,1,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,,"Laut Anhang 2 zur Anlage 13.2.1 (Urmeter) zur Leistungs- und Finanzierungsvereinbarung von 2008 ist die Strecke 6109 zwischen km 0,0 und 9,5 in beiden Richtungen mit 60 km/h befahrbar",,viaduct,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.410364 52.522008, 13.4102251 52.5220876, 13.4100821 52.522173, 13.4097829 52.5223201)"
way,80248975,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,contact_line,16.7,1435,,,15000,DE:EBO,,,,,,siding,17a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4923269 52.5078119, 13.4927838 52.5080537, 13.4928235 52.5080747, 13.4936412 52.5085074)"
way,80248980,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4842512 52.5053034, 13.4837123 52.5053251, 13.4835365 52.5053335, 13.4832008 52.5053314)"
way,80248982,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,contact_line,16.7,1435,,,15000,,,,,,,yard,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4868668 52.5051565, 13.4863729 52.5049785, 13.4861866 52.5049038, 13.4852201 52.5044612, 13.4849859 52.5043624, 13.484903 52.5043275)"
way,80248990,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4882618 52.5055241, 13.488006 52.5053686, 13.4877818 52.5052524, 13.4863926 52.5046226)"
way,80248991,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4847235 52.5052119, 13.4850896 52.5049651)"
way,80248993,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4886174 52.505744, 13.4883847 52.5056254, 13.4845026 52.5038691)"
way,80248995,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4855962 52.5049386, 13.4852769 52.5048439, 13.4843547 52.5045903)"
way,80248997,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4875678 52.5057235, 13.4873967 52.5056722, 13.4872032 52.5056051, 13.4870619 52.5055606, 13.4869047 52.5055191, 13.4866199 52.5054569, 13.4863724 52.505427, 13.4863355 52.5054226, 13.4861208 52.5054065, 13.4859094 52.505397)"
way,80248998,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4866812 52.5051946, 13.4863884 52.5051155, 13.4860743 52.5050205, 13.485827 52.5049337, 13.4845812 52.5044622)"
way,80248999,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4869512 52.5053562, 13.4863983 52.5052416, 13.4861537 52.5051851, 13.484972 52.5048589)"
way,80249000,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,contact_line,16.7,1435,,,15000,,,,,,,yard,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4849385 52.5042881, 13.485021 52.5043252, 13.4864002 52.5049462, 13.4868668 52.5051565)"
way,80249002,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,contact_line,16.7,1435,,,15000,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.487979 52.5055565, 13.4876167 52.5054184, 13.4873183 52.5053206)"
way,80249003,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4850402 52.5047333, 13.4847808 52.5046595, 13.4843926 52.5045512)"
way,80249004,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.487438 52.505454, 13.4869512 52.5053562)"
way,80254243,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,contact_line,16.7,1435,,,15000,DE:EBO,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.49319 52.5085717, 13.49385 52.5090179, 13.4939525 52.5090808, 13.4942126 52.5092275, 13.4944881 52.5093829, 13.4950668 52.5097131)"
way,81623749,,DB InfraGO AG,rail,,2,1,,6170,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,,,,,,13,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4699377 52.5037685, 13.4696313 52.5031586, 13.469192 52.5022794)"
way,81623751,,DB Netz AG,rail,,,1,,6170,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4701983 52.5037219, 13.4702532 52.5039, 13.4703034 52.5040628, 13.4703362 52.5041414, 13.4703709 52.5042244, 13.4704796 52.5044377, 13.470613 52.5046617, 13.4707365 52.5048377, 13.4708614 52.5049975, 13.4710417 52.505205)"
way,82588860,,DB Netz AG,rail,,,,Berliner Außenring,6080,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5375991 52.5234677, 13.5375658 52.5235644, 13.5375149 52.5237121, 13.5369277 52.5253278)"
way,82588862,,DB Netz AG,rail,,,,Berliner Außenring,6080,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,80,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5511577 52.4640142, 13.5511767 52.4639841)"
way,82588864,,DB Netz AG,rail,,,,Berliner Außenring,6080,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5371231 52.5246028, 13.537417 52.5237939, 13.5374522 52.5236806, 13.5375143 52.5235122, 13.5375272 52.523472, 13.5376232 52.5231721, 13.5376947 52.5229487, 13.5377605 52.5227307, 13.53784 52.522446, 13.5379694 52.5219255, 13.5379994 52.5217945, 13.5380617 52.5215219, 13.5380691 52.5214896, 13.538206 52.5207609, 13.5382918 52.5201479, 13.5383711 52.5195186, 13.5383805 52.5194358, 13.5385742 52.517722, 13.5386268 52.5171933)"
way,82588867,,DB Netz AG,rail,,,,Berliner Außenring,6080,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5386889 52.5172233, 13.5384867 52.5190715, 13.538438 52.5195166, 13.5383562 52.5201535, 13.5382703 52.5207695, 13.5381338 52.5214957, 13.5381309 52.5215089, 13.5380519 52.5218639, 13.5379647 52.5222214, 13.537869 52.5225798, 13.5377569 52.5229755, 13.5375991 52.5234677)"
way,82588871,,DB Netz AG,rail,,,,Berliner Außenring,6080,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,80,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5430631 52.4990094, 13.5430768 52.4989877)"
way,82712851,,DB Netz AG,rail,,,,Berliner Außenring,6087,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4528006 52.6120495, 13.4528451 52.6120174, 13.4541517 52.6110519)"
way,82712854,,DB Netz AG,rail,,,,,6083,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,60,,15000,DE:EBO,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4508753 52.6135346, 13.4511964 52.6133139, 13.4515439 52.6130956, 13.4519367 52.6128351, 13.4519785 52.6128053, 13.4526574 52.6123206)"
way,82712855,,DB Netz AG,rail,,1,,Berliner Außenring,6087,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4525386 52.6122436, 13.4528006 52.6120495)"
way,82712856,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,yes,,contact_line,16.7,1435,100,,15000,DE:EBO,,,,,,crossover,,GPS-gestützte Geschwindigkeitsmessung auf einem in nordwestlicher Richtung fahrenden Zug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4541517 52.6110519, 13.4537767 52.6113416, 13.4533221 52.6117121, 13.4528626 52.6120698)"
way,82712858,,DB Netz AG,rail,,,,,6083,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,60,1,15000,DE:EBO,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4529202 52.6121308, 13.4529888 52.6120816, 13.4543513 52.6111055, 13.4551629 52.6105229, 13.4557433 52.6101126, 13.4561613 52.6098367, 13.4563798 52.6097129, 13.456609 52.6095978, 13.4569195 52.6094641, 13.4571932 52.6093615, 13.4574801 52.6092666, 13.457749 52.6091909, 13.4580448 52.60912, 13.4582828 52.6090724, 13.4585498 52.6090311, 13.458779 52.6089987, 13.4590388 52.6089731, 13.4592357 52.6089567, 13.4594501 52.6089484, 13.4596749 52.6089425, 13.4599286 52.6089447, 13.46022 52.6089531, 13.4605089 52.6089743, 13.4607424 52.608997, 13.4609628 52.6090248, 13.4613075 52.6090854, 13.4617032 52.6091682)"
way,82712861,,DB Netz AG,rail,,,,Berliner Außenring,6087,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3884272 52.6541901, 13.3899968 52.6536332, 13.3909963 52.6532312, 13.3919709 52.6528035, 13.3931483 52.6522312, 13.3936936 52.6519517, 13.3942487 52.651648, 13.3946967 52.6513906, 13.3956638 52.6508088, 13.3966153 52.6502411, 13.397647 52.6496219, 13.4003097 52.6480238, 13.4010548 52.6475793, 13.4019609 52.6470387, 13.4021117 52.6469487, 13.4021286 52.6469387, 13.4031583 52.6463243, 13.4065082 52.6443187, 13.4087804 52.6429583, 13.4111053 52.6415663, 13.4131752 52.6403314, 13.4160968 52.6385602, 13.4189573 52.6367552, 13.4210337 52.6353619, 13.4230755 52.6339429, 13.4248814 52.6326354, 13.4266278 52.6313464, 13.42896 52.6296262, 13.4337639 52.6260891, 13.4371234 52.6236153, 13.4372373 52.6235314, 13.4465211 52.6166823, 13.4473921 52.6160388, 13.4491192 52.6147657, 13.4491417 52.6147491, 13.449311 52.6146227, 13.4511619 52.6132603, 13.4514436 52.6130536, 13.4525386 52.6122436)"
way,82712867,,DB Netz AG,rail,,1,,,6083,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,60,,15000,DE:EBO,no,no,no,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4526574 52.6123206, 13.4529202 52.6121308)"
way,82712869,,DB Netz AG,rail,,,,Berliner Außenring,6080,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,no,no,no,no,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.536719 52.5257064, 13.5370782 52.5247259, 13.5371231 52.5246028)"
way,82712872,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,yes,,contact_line,16.7,1435,60,,15000,DE:EBO,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switch layout,,,,,,,,,,,,"LINESTRING (13.5370745 52.5245038, 13.5370192 52.5246821, 13.5369585 52.5248466, 13.5369337 52.5249044, 13.5368816 52.5250362, 13.5368109 52.5252192, 13.5367458 52.5254038, 13.536711 52.5254978, 13.5365599 52.525912, 13.5363531 52.5264779, 13.5359809 52.5274963)"
way,85258722,,DB Netz AG,rail,,2,2,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,11,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.366287 52.5240533, 13.3664102 52.5240959, 13.3666457 52.5241725, 13.3669616 52.5242683, 13.367349 52.5243683, 13.3673591 52.5243709, 13.3673965 52.5243806, 13.3677683 52.5244726, 13.3681209 52.5245417, 13.368403 52.5245926, 13.3686743 52.5246361, 13.3689519 52.524676, 13.3692393 52.5247092, 13.3695626 52.524742)"
way,85258723,,DB Netz AG,rail,,2,2,,,,,,,,,,,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,no,yes,,passenger,siding,12,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3661962 52.5241563, 13.3664907 52.5242633, 13.3666069 52.5243019, 13.3668577 52.524382, 13.3670764 52.5244441, 13.3672642 52.5244933, 13.3672718 52.5244954, 13.3676545 52.524599, 13.3683048 52.5247479, 13.3686738 52.5248122, 13.3691497 52.5248774, 13.3694603 52.5249126, 13.3697476 52.5249389, 13.3703582 52.5249786, 13.3704047 52.5249812, 13.370551 52.524987, 13.3710733 52.5250079, 13.3715032 52.5250171, 13.371557 52.525018, 13.3715722 52.5250182, 13.3717696 52.5250213)"
way,85258724,,DB Netz AG,rail,,2,2,,,,,,,,,,,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,no,yes,,passenger,siding,13,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3694418 52.5249394, 13.3691401 52.5249012, 13.3686577 52.5248375, 13.3682872 52.524779, 13.367631 52.5246354, 13.3675798 52.5246277, 13.3672382 52.5245316, 13.3670283 52.5244758, 13.3667872 52.5244073, 13.3664839 52.5243085, 13.3664726 52.5243048, 13.3663083 52.524247, 13.3661747 52.5241959, 13.3660228 52.5241401, 13.3658554 52.524072)"
way,85258725,,DB Netz AG,rail,,2,2,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3657587 52.5241569, 13.3657101 52.524134, 13.365667 52.5241147, 13.3655609 52.5240648, 13.3653872 52.5239776, 13.3651901 52.5238728, 13.365015 52.5237727, 13.3646217 52.5235317, 13.3644477 52.523418, 13.3639568 52.5231339)"
way,85258726,,DB Netz AG,rail,,2,2,,,,,,,,,,,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,no,yes,,passenger,siding,,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3658554 52.524072, 13.3657794 52.5240395, 13.3657582 52.5240304, 13.3656494 52.5239825, 13.3654693 52.5239018, 13.365281 52.523814, 13.3650837 52.5237173, 13.3649772 52.523661, 13.3648645 52.5236029, 13.3646585 52.5234947, 13.3645091 52.523417, 13.3639568 52.5231339)"
way,85258729,,DB Netz AG,rail,,2,2,,,,,,,,,,,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,no,yes,,passenger,siding,,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3717696 52.5250213, 13.3718352 52.5250211, 13.372024 52.5250204, 13.3722534 52.5250137, 13.3724274 52.5250034, 13.3726139 52.5249892, 13.3727907 52.5249696, 13.3729686 52.5249453, 13.3731555 52.5249149, 13.3733226 52.524883, 13.3735037 52.5248429, 13.3737415 52.5247849, 13.3740131 52.5247019)"
way,85258730,,DB Netz AG,rail,,2,2,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,14,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3717365 52.5251963, 13.3715705 52.5251959, 13.3715414 52.5251958, 13.371319 52.5251956, 13.3710005 52.525191, 13.3708569 52.5251861, 13.3703657 52.5251705, 13.3702272 52.5251618, 13.369404 52.5251032, 13.3693329 52.5250952, 13.368992 52.5250563, 13.3686001 52.525, 13.3682106 52.5249302, 13.3675758 52.5247788, 13.3674874 52.5247541, 13.3671909 52.5246712, 13.3671353 52.5246543, 13.3667553 52.5245387, 13.3665301 52.5244636, 13.3663825 52.5244117, 13.3663712 52.5244081, 13.366332 52.5243946, 13.3660786 52.5242961, 13.3659612 52.5242477, 13.3657587 52.5241569)"
way,85258731,,DB Netz AG,rail,,2,2,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,,,,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3717857 52.5248876, 13.3718359 52.5248878, 13.3720792 52.5248887, 13.3724055 52.5248872, 13.3725945 52.5248809, 13.3727505 52.5248731, 13.3730693 52.5248441, 13.3733236 52.5248112, 13.3736414 52.5247557, 13.3740102 52.5246698)"
way,85594836,,DB Netz AG,rail,,1,,,,,,,,,,,,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,no,yes,,passenger,siding,,,,viaduct,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3747249 52.5245693, 13.3742652 52.5247362, 13.3740138 52.5248145)"
way,85594838,,DB Netz AG,rail,,1,,Berliner Stadtbahn,6109,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,60,2,15000,DE:EBO,,no,yes,,passenger,,,"Laut Anhang 2 zur Anlage 13.2.1 (Urmeter) zur Leistungs- und Finanzierungsvereinbarung von 2008 ist die Strecke 6109 zwischen km 0,0 und 9,5 in beiden Richtungen mit 60 km/h befahrbar",,yes,,,,,,,,,RHEDA-Berlin,1882-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3639568 52.5231339, 13.3637753 52.5230391)"
way,90115069,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,yes,,contact_line,16.7,1435,60,,15000,DE:EBO,,,,,,crossover,,"Zs 3 ""6"" am Einfahrsignal 83 B für Einfahrten ins Gleis 333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3249077 52.5334945, 13.3244033 52.5334462, 13.3240641 52.5334189, 13.3235934 52.5333766)"
way,92022838,,DB Netz AG,rail,,,1,,,,,,,,,,industrial,,,,,,track,no,,1435,,,,DE:EBO,,,,,,spur,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3286572 52.5781041, 13.3252302 52.5779815, 13.3242177 52.5779638, 13.3231633 52.577986, 13.3181225 52.577833, 13.3174971 52.5778175, 13.3171484 52.5778366, 13.3166967 52.5778999, 13.3164403 52.5779597, 13.3162148 52.5780268, 13.3159935 52.5781088)"
way,92023647,,,rail,,,,,,,,,,,,,industrial,,,,,,,no,,1435,20,,,,,,,,,spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3132436 52.581433, 13.3132441 52.5816585, 13.313246 52.5818861, 13.3132679 52.582046, 13.3132987 52.5821138, 13.3133454 52.5822165, 13.3134521 52.5823702, 13.3137255 52.5826927, 13.314038 52.5830495, 13.3142021 52.5832505, 13.3147225 52.5838969, 13.3148069 52.5839973, 13.3151895 52.5844524, 13.315732 52.5850883)"
way,92024787,,,rail,,,,,,,,,,,,,industrial,,,,,,,no,,1435,20,,,,,,,,,spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3143159 52.5834809, 13.314436 52.5836991, 13.3145036 52.5838166, 13.3145395 52.5838688, 13.3146298 52.5839821, 13.3146807 52.5840385, 13.314802 52.5841731)"
way,93263761,,Deuna Zement,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4397772 52.539066, 13.439954 52.5389963, 13.4407565 52.5386809, 13.4411825 52.5385443, 13.441394 52.5384896, 13.4420712 52.5382962, 13.4428364 52.5380892, 13.4431843 52.5379952, 13.4436427 52.5378516, 13.444048 52.5376983, 13.4451303 52.5372977, 13.445801 52.5370513, 13.4461928 52.5368975, 13.4465782 52.5367161, 13.4467576 52.536633, 13.4469246 52.5365428, 13.4471227 52.5364143, 13.4473042 52.5362773, 13.4474405 52.5361638)"
way,93263774,,Deuna Zement,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4404044 52.539053, 13.4404929 52.5390171, 13.4408581 52.5388659, 13.4429754 52.5380947, 13.4436427 52.5378516)"
way,94448387,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,yes,,contact_line,16.7,1435,,,15000,DE:EBO,,,,,,crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1863057 52.4242592, 13.1864228 52.4243097, 13.1865408 52.4243565, 13.1867044 52.4244183, 13.1868905 52.4244815, 13.1870528 52.4245416, 13.1871665 52.4245876, 13.1872858 52.4246409)"
way,94448403,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,no,,no,,1435,25,,,DE:EBO,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.188039 52.4248995, 13.1878903 52.4248117, 13.1877798 52.4247437, 13.1876989 52.4246937, 13.1875906 52.4246329, 13.187519 52.4245962, 13.1873854 52.4245276, 13.1871758 52.424422, 13.186859 52.4242712, 13.1866358 52.4241606, 13.1864787 52.4240817, 13.18647 52.4240771)"
way,102461139,,BEHALA,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3421702 52.5366398, 13.3422993 52.5366162, 13.3424732 52.5365936, 13.3426301 52.5365811, 13.3427744 52.5365715, 13.3430523 52.536569)"
way,103456867,,,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4164955 52.4545738, 13.4162601 52.4547173, 13.4162515 52.4547225, 13.4159423 52.4549084)"
way,103456868,,,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4169263 52.4547886, 13.4161354 52.4554037)"
