element,id,note,operator,railway,source,layer,level,name,ref,description,fixme,video,image,note:maxspeed,railway:preserved,old_name,usage,wikidata,maxheight,wikipedia,name:ja,railway:pzb,detail,electrified,frequency,gauge,maxspeed,passenger_lines,voltage,workrules,railway:etcs,railway:lzb,railway:ballastless,railway:tilting,railway:traffic_mode,service,railway:track_ref,source:maxspeed,tunnel,bridge,railway:radio,highspeed,railway:preferred_direction,bridge:structure,railway:zbs,embankment,maxspeed:backward,maxspeed:forward,railway:ballastless:system,start_date,operator:wikidata,name:en,tracks,railway:gnt,railway:bidirectional,construction:railway:etcs,bridge:name,historic,surface,heritage,heritage:operator,lda:criteria,ref:lda,source:maxspeed:backward,source:maxspeed:forward,cutting,website,maxspeed:source,name:de,wikimedia_commons,covered,designation,abandoned:railway,disused:railway,disused:usage,railway:electricity:ref,bridge:length,railway:main_switch_off,railway:lower_pantograph_section,geometry
way,28953630,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4850115 52.5049237, 13.4847145 52.5052076)"
way,28953631,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4849502 52.5048839, 13.4846788 52.5051956)"
way,28953640,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4847747 52.5052632, 13.4850107 52.5052264, 13.485188 52.5052108, 13.4852437 52.5052059, 13.485481 52.5052024, 13.4860197 52.5052182)"
way,28953643,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,yard,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.485364 52.5054045, 13.4855766 52.505436, 13.4857158 52.5054518, 13.4861299 52.5054908, 13.4863294 52.5055164, 13.4863419 52.5055182, 13.4867033 52.5055815, 13.4874769 52.5057809, 13.4885297 52.5060562)"
way,28953846,,DB Netz AG,rail,,,,,6072,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,,,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4912127 52.5073323, 13.4918132 52.5075903, 13.4923269 52.5078119)"
way,28953860,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,yes,,contact_line,16.7,1435,,,15000,DE:EBO,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4998972 52.5116946, 13.4994497 52.5114831, 13.4988999 52.5111993, 13.4988656 52.5111816, 13.4987274 52.5111103)"
way,28953898,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,contact_line,16.7,1435,,,15000,DE:EBO,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4906335 52.5068079, 13.4909977 52.5070009, 13.4912694 52.5071341, 13.4914041 52.5071976, 13.4916582 52.5073097, 13.4922392 52.5075623, 13.4925028 52.5076756)"
way,28981900,,DB Netz AG,rail,,1,,,6118,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,130,2,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1428934 52.3989672, 13.1430692 52.3991022)"
way,28981901,,DB Netz AG,rail,,,,,6118,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,130,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1430692 52.3991022, 13.1433344 52.3993194)"
way,28981902,,DB Netz AG,rail,,1,,,6118,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,130,2,15000,DE:EBO,,,,,,,,,,yes,,,,beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1433344 52.3993194, 13.143697 52.3996209)"
way,28981903,,DB Netz AG,rail,,,,,6118,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,130,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.143697 52.3996209, 13.143736 52.3996563, 13.1437973 52.3997145, 13.1455333 52.4012899, 13.146383 52.4020821, 13.1473513 52.402972, 13.1485863 52.4041008, 13.1489204 52.404414)"
way,28981906,,DB Netz AG,rail,,1,,,6118,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,130,2,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1489204 52.404414, 13.1490428 52.4045276)"
way,28981908,,DB Netz AG,rail,,,,,6118,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,130,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1490428 52.4045276, 13.1503706 52.4057477, 13.1521578 52.4073987, 13.1523346 52.4075608, 13.1533999 52.4085371, 13.1534147 52.4085504, 13.1537685 52.4088721, 13.1539016 52.4089931, 13.1550757 52.410074, 13.1555685 52.4105258, 13.1560705 52.4109404, 13.15662 52.4113376, 13.1572563 52.4117293, 13.1575696 52.411906, 13.1579224 52.4120857, 13.1582818 52.4122603, 13.1585596 52.4123837, 13.1588886 52.4125195, 13.1592441 52.4126568, 13.1595987 52.4127809, 13.1599587 52.412899, 13.1603249 52.4130099, 13.160692 52.4131097, 13.161088 52.4132116, 13.1615 52.4133116, 13.1623344 52.4135038, 13.162747 52.4135964, 13.1631614 52.4136934, 13.1635804 52.4137928, 13.1639719 52.4138886, 13.1643134 52.4139813, 13.1647471 52.4141027)"
way,29028294,,DB Netz AG,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,DE:EBO,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.2698907 52.4933394, 13.2698046 52.4933004, 13.2693339 52.4930492, 13.2690915 52.4929065, 13.2688992 52.4927784, 13.2687793 52.4926842, 13.2671547 52.4914163, 13.2665278 52.4909162, 13.2663878 52.4908061, 13.2662054 52.4906756, 13.2660143 52.4905595, 13.2658116 52.4904447, 13.2654659 52.4902741, 13.2651 52.4900371, 13.2646616 52.489759, 13.2644533 52.489627, 13.26413 52.4894337)"
way,29029261,,DB Netz AG,rail,,1,,Niederschlesisch-Märkische Eisenbahn,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.6914283 52.4513093, 13.691615 52.4512888)"
way,29029262,,DB Netz AG,rail,,,,Niederschlesisch-Märkische Eisenbahn,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.6942633 52.4510209, 13.6946341 52.4509835, 13.7000472 52.4504325, 13.7011524 52.45032, 13.7021797 52.4502125, 13.702451 52.450183, 13.7037222 52.4500286, 13.7047922 52.4498612, 13.7058234 52.4496669, 13.706586 52.4495005, 13.7072213 52.4493452, 13.7078309 52.4491856, 13.708716 52.4489324, 13.7096224 52.4486265, 13.7100819 52.4484645, 13.7107445 52.4482171, 13.7113187 52.4479804, 13.7119168 52.4477146, 13.7125251 52.447432, 13.7131014 52.4471436, 13.7136766 52.4468291, 13.7140797 52.4466013, 13.7144633 52.4463689, 13.7148106 52.44615, 13.7152585 52.4458595, 13.7155268 52.4456623, 13.7160511 52.445277, 13.7165538 52.4448727, 13.7169094 52.4445732, 13.7170588 52.4444377, 13.7172474 52.4442667, 13.7175773 52.4439454, 13.7178955 52.44362, 13.7183224 52.4431347, 13.7185241 52.4428885, 13.7187155 52.4426381, 13.7195452 52.4414399, 13.7201423 52.4405692, 13.7202163 52.4404735, 13.7205799 52.4400034, 13.7210553 52.4394553, 13.7215757 52.4389102, 13.7221573 52.4383675, 13.722342 52.4382085, 13.7226272 52.437963, 13.7231276 52.4375668, 13.7237993 52.4370894, 13.7242558 52.4367977, 13.7244817 52.4366533, 13.7249967 52.4363568, 13.7255168 52.4360795, 13.7265285 52.4355957, 13.7272614 52.4352788, 13.7279 52.4350308, 13.7288419 52.434702, 13.7296228 52.4344543, 13.7303916 52.4342379, 13.7311764 52.4340479, 13.731274 52.4340243, 13.731771 52.4339096, 13.7325226 52.4337631, 13.7332481 52.4336411, 13.7340198 52.4335327, 13.7345299 52.4334699, 13.7345616 52.433466, 13.7348305 52.4334329, 13.7356071 52.4333488, 13.737375 52.433156, 13.737443 52.4331484, 13.7375035 52.4331417, 13.7382865 52.4330556, 13.739516 52.4329253, 13.7401736 52.4328496, 13.740376 52.4328265, 13.7409756 52.432758, 13.7416472 52.4326711, 13.7423211 52.4325638, 13.7424209 52.4325482, 13.742778 52.4324792, 13.7432023 52.4323959, 13.7432206 52.4323923, 13.7437034 52.4322862, 13.7441171 52.4321821, 13.7446284 52.4320458, 13.7449797 52.4319415, 13.74542 52.4318059, 13.7459787 52.4316137, 13.7463651 52.4314724, 13.7468382 52.4312796, 13.7469695 52.4312218, 13.7474324 52.431018, 13.7478518 52.4308201, 13.7482837 52.4305979, 13.7485323 52.4304628, 13.7490673 52.4301514, 13.7495828 52.4298144)"
way,29050929,,,rail,,,,,6500,,,,,,,,branch,,,,,,,no,,1435,80,1,,,,,,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4656436 52.6316833, 13.4660765 52.6315175, 13.4664707 52.6313665, 13.4666958 52.631286, 13.4669162 52.6312105, 13.4671568 52.6311315, 13.4674203 52.6310489, 13.467641 52.6309838, 13.4678768 52.6309194, 13.4681604 52.6308458, 13.4684787 52.6307717, 13.468795 52.6307026, 13.4690847 52.6306435, 13.469481 52.6305657, 13.4699812 52.6304721, 13.470334 52.6304041, 13.4707289 52.6303261, 13.4711747 52.6302296, 13.4714397 52.6301678, 13.4717315 52.630094, 13.471993 52.6300217, 13.4722638 52.6299401, 13.4725206 52.6298603, 13.4726182 52.6298283, 13.4728865 52.6297367, 13.4731927 52.6296222, 13.4734927 52.6295027, 13.473753 52.6293918, 13.4740776 52.6292456, 13.4743162 52.6291298, 13.4745431 52.6290141, 13.4747848 52.6288837, 13.4750149 52.6287513, 13.4752377 52.6286156, 13.4754436 52.6284818, 13.4756168 52.6283707)"
way,29051115,,,rail,,,,,,,,,,,,,,,,,,,,no,,1435,,,,,,,,,,spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4398684 52.6383225, 13.4396772 52.6387382, 13.4394722 52.6391794, 13.4373437 52.6437623, 13.4371518 52.6440353, 13.4369309 52.6443043, 13.4363845 52.6447386, 13.4363172 52.6447824, 13.4361899 52.6448859, 13.4360126 52.6450056, 13.4358786 52.6450817, 13.435778 52.6451332, 13.4356705 52.6451843, 13.4355031 52.6452576, 13.4352355 52.6453524, 13.4332868 52.6459037, 13.4328922 52.646042, 13.4326218 52.6461501, 13.4323853 52.6462547, 13.4321872 52.6463526, 13.4317558 52.6465775, 13.4314389 52.6467707, 13.4312064 52.6469279, 13.4309849 52.6470895, 13.4306998 52.64733, 13.4304605 52.6475548, 13.4302028 52.6478371, 13.4293047 52.6489216, 13.4291391 52.649145, 13.4290324 52.6493358, 13.4289585 52.6494787, 13.428909 52.6496075, 13.4288823 52.6497006, 13.4288728 52.6497314, 13.4288321 52.6499479, 13.428757 52.6505444, 13.4286759 52.651345)"
way,29052142,,DB Netz AG,rail,,,,Ostbahn,,,,,,,,Preußische Ostbahn,,,,,,yes,track,contact_line,16.7,1435,60,,15000,DE:EBO,,,,,,siding,10,Hl 12b für Fahrstraße von Signal Z8 nach Lichtenberg Signal O10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.501716 52.5128081, 13.5024136 52.5130492, 13.5031323 52.5132757, 13.503757 52.5134601, 13.5043146 52.5136158, 13.5046723 52.5137107, 13.5051026 52.5138185, 13.5056043 52.5139348, 13.5060812 52.5140261, 13.5066808 52.514129, 13.506973 52.5141777, 13.5072643 52.5142212, 13.5073884 52.5142364, 13.5076593 52.5142656, 13.5079414 52.5142894, 13.5083784 52.5143226, 13.5086711 52.5143447, 13.5090221 52.5143741)"
way,29088898,,DB Netz AG,rail,,,,,,,,,,,,,industrial,,,,,,,no,,1435,10,,,DE:EBO,,,,,,spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4585286 52.4839129, 13.4585243 52.4836684, 13.4584565 52.4832412, 13.4580777 52.4813771, 13.4577869 52.4799833, 13.4575394 52.4787726, 13.4575333 52.4787482)"
way,29088975,,,rail,,,,,,,,,,,,,industrial,,,,,,,no,,1435,,,,,,,,,,spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4588812 52.4846761, 13.4588615 52.4845709, 13.458541 52.4830195, 13.4583098 52.4818885, 13.4580816 52.480763, 13.4579495 52.4800951, 13.4578295 52.4794136, 13.4577854 52.4792067, 13.4576276 52.4788559, 13.4575754 52.4787399)"
way,29089001,,,rail,www.vepas-bahnservice.de,,,,,,,,,,,,industrial,,,,,,,no,,1435,,,,,,,,,,spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,BTWG,,,,,,,,"LINESTRING (13.4589512 52.4846694, 13.4589236 52.4845664, 13.4586958 52.4834847, 13.4580285 52.4801015, 13.4578295 52.4794136)"
way,29113628,,DB Netz AG,rail,,1,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,3,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4509604 52.5980929, 13.4510532 52.5981795)"
way,29113629,,DB Netz AG,rail,,,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,1,15000,DE:EBO,no,no,no,no,,,,,,,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4589588 52.6055597, 13.4574615 52.6041651, 13.4573945 52.6040986, 13.4566204 52.6033844, 13.455812 52.6026384, 13.4549553 52.6018471, 13.4540913 52.6010501, 13.4540801 52.6010399, 13.4532691 52.6002913, 13.4527512 52.5998132, 13.4526667 52.5997353, 13.4520532 52.5991695, 13.4517784 52.5989161, 13.4514087 52.5985752, 13.4510023 52.5981971)"
way,29114273,,DB Netz AG,rail,,,,,6084,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,100,1,15000,DE:EBO,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4673209 52.6012738, 13.4668931 52.60162, 13.4665255 52.6019396, 13.466322 52.6021166, 13.4657805 52.6025874, 13.4641321 52.6039088, 13.4637709 52.6041983, 13.4634112 52.6045063, 13.4630899 52.6048117, 13.4628417 52.6050964, 13.4626336 52.605379, 13.4625438 52.605521, 13.4625314 52.6055406, 13.4624454 52.6056981, 13.4623691 52.6058542, 13.4623003 52.6060105, 13.46218 52.6063877, 13.462133 52.6066076, 13.4621291 52.606626, 13.4620996 52.6069016, 13.462096 52.6071793, 13.462109 52.607343, 13.4621293 52.6075074, 13.462146 52.6075833, 13.462148 52.6075925, 13.4621975 52.6078181, 13.462303 52.608122, 13.4624338 52.6084059, 13.4625838 52.6086657, 13.4627633 52.608925, 13.4628908 52.6090899, 13.462951 52.6091631, 13.4630459 52.6092691)"
way,29118441,,DB Netz AG,rail,,1,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4765057 52.6214746, 13.4764109 52.6213878)"
way,29118442,,DB Netz AG,rail,,,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4768759 52.6218249, 13.4766484 52.6216094, 13.4765057 52.6214746)"
way,29118619,,DB Netz AG,rail,,1,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4809222 52.6256677, 13.4807188 52.6254777)"
way,29118624,,DB Netz AG,rail,,,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4816773 52.6263643, 13.4809222 52.6256677)"
way,29119294,,DB Netz AG,rail,,1,,Stettiner Bahn,6081,,,,,,,,main,,3.9,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4984147 52.6402559, 13.498282 52.6401853)"
way,29119295,,DB Netz AG,rail,,,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5080523 52.6455533, 13.5079885 52.6455179, 13.5058483 52.6443295, 13.505451 52.6441089, 13.5030457 52.6427715, 13.5006444 52.6414617, 13.4995658 52.6408747, 13.4984147 52.6402559)"
way,29119828,,DB Netz AG,rail,,1,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,,,,,,,,,,yes,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4383735 52.5864631, 13.4385099 52.586595)"
way,29119829,,DB Netz AG,rail,,,,Stettiner Bahn,6081,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,Berlin–Szczecin railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4385099 52.586595, 13.4387045 52.5867731, 13.4392545 52.5872764, 13.4403244 52.5882777, 13.4412404 52.5891239)"
way,29134633,,DB Netz AG,rail,,,,,6150,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,80,2,15000,DE:EBO,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5451472 52.4724272, 13.5458026 52.4721263, 13.5461257 52.4719619, 13.546421 52.4718116, 13.5470546 52.4714718, 13.5474389 52.4712379, 13.5477269 52.4710498, 13.5479941 52.4708606, 13.5484416 52.4705034, 13.5488527 52.4701702, 13.5490351 52.4699968, 13.5492436 52.4697832, 13.5493346 52.4696865, 13.5494975 52.4695134, 13.5496888 52.4692567, 13.5497115 52.4692203, 13.5498853 52.4689422, 13.5500209 52.4686405, 13.5501252 52.4684023, 13.550167 52.4683069, 13.5501979 52.4682313, 13.550216 52.468173, 13.550226 52.4681409, 13.5503182 52.4677501, 13.550346 52.4675135, 13.5503514 52.4674487, 13.5503591 52.4670427, 13.5503239 52.4667501, 13.5503179 52.4667004, 13.5502727 52.4664176, 13.5502559 52.4661358, 13.550241 52.4659248, 13.5502517 52.4657134, 13.5503011 52.4655014, 13.5503696 52.4652821, 13.5504945 52.4649771, 13.5506754 52.4646713, 13.5508167 52.4644788, 13.5511577 52.4640142)"
way,29180477,,DB Netz AG,rail,,1,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.6916265 52.4513249, 13.69144 52.4513445)"
way,29180478,,DB Netz AG,rail,,,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.69144 52.4513445, 13.690885 52.4514006, 13.6902784 52.4514613, 13.689975 52.4514942, 13.6891362 52.4515859, 13.6873948 52.4517725, 13.6870212 52.4518122, 13.6849457 52.4520247, 13.684468 52.4520729, 13.6838909 52.4521312, 13.6796923 52.4525538, 13.6787036 52.4526557, 13.6786837 52.4526578, 13.6778337 52.4527453, 13.6759629 52.4529276, 13.6732673 52.4531991, 13.6730751 52.4532185, 13.6692435 52.4536044, 13.6690508 52.4536238, 13.6621588 52.4543268, 13.6607442 52.4544679, 13.658744 52.4546742, 13.658204 52.4547299, 13.6574657 52.4548043, 13.6562026 52.4549316, 13.651695 52.4553924, 13.6479132 52.455775, 13.6462311 52.4559452, 13.6444676 52.456122, 13.6435135 52.4562176, 13.6421478 52.4563467, 13.6407746 52.4564663, 13.6392579 52.4565838, 13.6377539 52.4566849, 13.6358836 52.4567883, 13.6351269 52.4568265, 13.6339084 52.45688, 13.6299212 52.4570369, 13.6279729 52.4571027, 13.6266571 52.4571471, 13.6256004 52.4571813)"
way,29180528,,DB Netz AG,rail,,1,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.6256004 52.4571813, 13.6253731 52.457188)"
way,29180529,,DB Netz AG,rail,,1,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.6253731 52.457188, 13.6235581 52.4572425, 13.6231537 52.4572533, 13.6206315 52.4573283, 13.6173695 52.4574158, 13.6152553 52.4574702, 13.6143799 52.4574945, 13.6140132 52.4575036, 13.6118178 52.4575579)"
way,29180564,,DB Netz AG,rail,,1,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.6118178 52.4575579, 13.611618 52.4575619)"
way,29180565,,DB Netz AG,rail,,,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.611618 52.4575619, 13.6103171 52.4575927, 13.6092992 52.4576167, 13.6090002 52.4576235, 13.6089236 52.4576252, 13.6084723 52.4576354, 13.6071093 52.4576763, 13.604301 52.4577663, 13.6033805 52.4577956, 13.6027836 52.4578162, 13.6015791 52.4578517)"
way,29180619,,DB Netz AG,rail,,1,1,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,passenger,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.525626 52.4810646, 13.5256113 52.4810711, 13.5249222 52.4813774)"
way,29180620,,DB Netz AG,rail,,,,,6153,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,2,15000,DE:EBO,,,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.5249222 52.4813774, 13.5246262 52.481508, 13.5241609 52.4817133, 13.524106 52.4817375)"
way,29180666,,DB Netz AG,rail,,1,,,6153,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,120,3,15000,DE:EBO,,no,,,passenger,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4823873 52.4998667, 13.4820449 52.4999902)"
way,29180667,,DB Netz AG,rail,,,,,6153,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,120,3,15000,DE:EBO,,no,,,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.4820449 52.4999902, 13.4811852 52.5002985, 13.4809271 52.500389)"
way,29261727,,DB Netz AG,rail,,1,,Schnellfahrstrecke Oebisfelde–Spandau,6185,,,,,,,,main,,,,,yes,track,contact_line,16.7,1435,140,2,15000,DE:EBO,no,yes,,,,,,"Laut Anlage 13.2.1, Anhang 2, zur Leistungs- und Finanzierungsvereinbarung von 2008 ist die Strecke 6185 zwischen den Streckenkilometern 110,3 und 116,1 mit 140 km/h befahrbar",,yes,,yes,backward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1569858 52.5371846, 13.1565286 52.5371269)"
way,29262022,,DB Netz AG,rail,,,,Lehrter Bahn,6179,,,,,,,,main,,,,,yes,,contact_line,16.7,1435,120,1,15000,DE:EBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.1497805 52.5371515, 13.1499399 52.5371405, 13.1506307 52.5370926, 13.1518455 52.537022, 13.1525463 52.5369781, 13.1549119 52.5368321, 13.1553124 52.5368073, 13.1565091 52.5367329)"
way,29327305,,DB Netz AG,rail,,1,,Anhalter Bahn,6132,,,,,,,,main,,,de:Bahnstrecke Berlin–Halle,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,,,,,,,,,yes,,yes,,,,,,,,1841-07-01,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3485462 52.4430736, 13.3487193 52.4432084)"
way,29327306,,DB Netz AG,rail,,,,Anhalter Bahn,6132,,,,,,,,main,,,de:Bahnstrecke Berlin–Halle,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,,,,,,,,,,,yes,,,,,,,,1841-07-01,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3435354 52.4395587, 13.3438254 52.4397554, 13.3457239 52.4410424, 13.346414 52.4415143, 13.3470376 52.4419562, 13.3476045 52.4423683, 13.3480815 52.4427223, 13.3485462 52.4430736)"
way,29328195,,DB Netz AG,rail,,1,,Anhalter Bahn,6132,,,,,,,,main,,,de:Bahnstrecke Berlin–Halle,,yes,,contact_line,16.7,1435,160,2,15000,DE:EBO,no,,,,,,,,,yes,,yes,,,,,,,,1841-07-01,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (13.3394694 52.4368044, 13.3396742 52.4369442)"
