element,id,operator,railway,railway:local_operated,railway:switch,railway:switch:electric,railway:switch:heated,railway:switch:movable_frog,railway:switch:resetting,railway:turnout_side,ref,source,railway:switch:configuration,description,video,railway:maxspeed:diverging,railway:maxspeed:straight,railway:switch_ref,image,source:ref,fixme,railway:radius,railway:electricity,control,railway:local_operated:home_position,usage,railway:electricity:jumpering,disused,note,level,layer,crossing,tactile_paving,wheelchair,source:description,razed:railway,name,abandoned,railway:track_ref,geometry
node,248081272,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.557335 52.4560561)
node,248081314,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5520729 52.4627839)
node,248081317,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5521401 52.4627985)
node,248081319,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5526132 52.4620528)
node,248081321,,switch,,default,,,,,right,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5513265 52.4638902)
node,248084309,,switch,,default,,,,,right,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5519821 52.4630154)
node,248084311,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5519507 52.4629463)
node,248084312,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5514266 52.4637591)
node,248155625,,switch,yes,default,no,,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.553432 52.4686118)
node,248155635,,switch,yes,default,no,,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.554739 52.4680588)
node,248279603,,switch,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4030255 52.5543985)
node,248427594,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2481902 52.5204606)
node,248427595,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2481812 52.520239)
node,248427801,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2483573 52.5198596)
node,248428201,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2485284 52.5196415)
node,248428278,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.249467 52.5194446)
node,248428402,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.249566 52.519307)
node,248428582,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2496724 52.5192607)
node,248428800,,switch,,double_slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.249335 52.5187012)
node,248428801,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2495135 52.5184769)
node,248430152,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2490883 52.5190788)
node,248430598,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2511943 52.5168907)
node,248430601,,switch,,double_slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.249724 52.51821)
node,248430895,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2518916 52.5165477)
node,248438840,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5047813 52.5191132)
node,248600400,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4452978 52.4344483)
node,248600405,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4436027 52.4351828)
node,248600409,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4429114 52.4355222)
node,248604254,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4446731 52.4346272)
node,248604257,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4431283 52.4350194)
node,248604258,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4427422 52.4351306)
node,248604259,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4427023 52.4350867)
node,248604260,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.443556 52.4349533)
node,248604273,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4428178 52.4348697)
node,249068800,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5611596 52.4088256)
node,249170932,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3780154 52.5731772)
node,249170939,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3765945 52.5740435)
node,249170974,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,693,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3777807 52.5734032)
node,249183221,DB Netz AG,switch,no,outer_curved,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3980118 52.5538998)
node,249195433,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2873792 52.6350283)
node,249195434,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2879305 52.6344739)
node,249426397,,switch,,,,,,,,414,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4393156 52.566929)
node,250060561,DB InfraGO AG,switch,no,default,yes,,,,right,85W23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2315263 52.5290252)
node,250060576,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2346094 52.5284881)
node,250060581,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2332841 52.5287793)
node,250062442,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2227543 52.5290285)
node,250062446,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2228128 52.5290866)
node,250135999,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2287536 52.528712)
node,250136006,DB InfraGO AG,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2321743 52.5287824)
node,250136012,DB InfraGO AG,switch,,outer_curved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2314805 52.5287604)
node,250136019,DB InfraGO AG,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2315161 52.5288005)
node,250136041,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2214742 52.5288053)
node,250136043,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2204706 52.528629)
node,250136069,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2213473 52.5332129)
node,250136087,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2281255 52.533356)
node,250137379,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2325766 52.5287623)
node,250137382,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2319848 52.5288188)
node,250137383,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2243965 52.5294305)
node,250137388,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2315342 52.5288638)
node,251542477,DB InfraGO AG,switch,,default,,,,,right,W 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2937998 52.4932788)
node,251542478,DB InfraGO AG,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2942806 52.49284)
node,251542481,DB InfraGO AG,switch,no,,yes,,,,,87,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2913579 52.495122)
node,251546958,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2865855 52.4998784)
node,251546960,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2880031 52.5003439)
node,254037764,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3097981 52.5055621)
node,254087656,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3081436 52.505358)
node,254087657,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3081135 52.505409)
node,254153228,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5601546 52.4082049)
node,254591748,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.38722 52.4749497)
node,254591804,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3872117 52.472903)
node,254830798,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5814744 52.4396028)
node,254830835,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5808462 52.4391666)
node,254830899,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5809207 52.4392504)
node,254830900,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5811723 52.4393901)
node,254831018,,switch,,,,,,,,,,,,,,,,,,,,joint,,,,possible,,,,,,,,,,,,,POINT (13.5815265 52.4394553)
node,254839117,,switch,,,,,,,right,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5892617 52.4175901)
node,256789751,DB Netz AG,switch,no,,yes,,,,,,,,,,,,,"https://commons.wikimedia.org/wiki/File:I09_096_Nord-S%C3%BCd-Fernbahntunnel,_Nordportal.jpg",,,,,,,,,,,,,,,,,,,,,POINT (13.3638665 52.5313128)
node,260467636,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.269556 52.4929948)
node,260467646,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2693443 52.4927485)
node,260467666,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2723739 52.4936897)
node,260467674,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2728916 52.4939012)
node,260467691,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2701238 52.4928745)
node,260467706,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2707921 52.4929938)
node,260467718,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2734817 52.4940872)
node,260467721,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2680378 52.4912686)
node,260467730,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.273471 52.4941433)
node,260780732,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5691486 52.4443009)
node,260937993,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5770867 52.4094459)
node,260937994,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5779707 52.408692)
node,260938078,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5774479 52.4090056)
node,260938117,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.581507 52.4068216)
node,260941748,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.57516 52.411423)
node,260942119,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5841184 52.4056436)
node,260945343,,switch,no,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5852763 52.4046562)
node,260945789,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5765267 52.410317)
node,260945828,,switch,no,default,yes,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5856323 52.4045954)
node,260945830,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5865956 52.4039462)
node,260946598,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6052452 52.3866795)
node,261019866,DB Netz AG,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.508085 52.4561615)
node,261025297,,switch,,default,,,,,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5614973 52.4256966)
node,261744323,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5051763 52.4575463)
node,261744788,,switch,,default,,,,,right,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5074841 52.4565179)
node,261744855,DB InfraGO AG,switch,,default,,,,,right,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5111708 52.4541967)
node,261745124,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5082571 52.4558291)
node,261745125,,switch,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5066049 52.4568422)
node,261748035,DB Netz AG,switch,no,default,yes,yes,no,no,left,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4862529 52.4694654)
node,261750268,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4588558 52.489905)
node,261750772,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4600637 52.4915206)
node,261750927,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4594966 52.4908182)
node,261751002,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4592381 52.4904541)
node,262062293,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5160663 52.4502256)
node,262322771,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4916203 52.4661681)
node,263125711,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3308441 52.4777085)
node,263125715,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3498832 52.4789367)
node,263130681,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.325015 52.4776637)
node,263219957,DB Netz AG,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.7375035 52.4331417)
node,266326475,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.330052 52.5053402)
node,267982089,DB Netz AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3319841 52.5074238)
node,267982108,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.334801 52.5106991)
node,267982115,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3345201 52.5102665)
node,267982117,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3352388 52.5116777)
node,268470426,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4195807 52.4990978)
node,269949408,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5433641 52.4620499)
node,269955189,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5079814 52.4643049)
node,270228092,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2957784 52.502547)
node,270228093,DB InfraGO AG,switch,no,default,yes,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.294961 52.5022737)
node,270228098,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2970144 52.5030505)
node,270228101,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2950853 52.5024606)
node,270228104,DB Netz AG,switch,no,default,yes,yes,no,no,left,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2987489 52.5037582)
node,270228105,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2950268 52.5023351)
node,270228106,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2930445 52.5018176)
node,270228107,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,W328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2943336 52.5022466)
node,270228108,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,W329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.291987 52.5015169)
node,270356314,,switch,,,,,,,,520,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3833009 52.5303384)
node,270647691,Berliner Verkehrsbetriebe,switch,,,,,,,left,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5697424 52.5113899)
node,273528802,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2640534 52.4898913)
node,273886351,DB Netz AG,switch,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.259321 52.4874442)
node,273886373,,switch,no,,yes,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2602691 52.4876644)
node,273886381,DB Netz AG,switch,no,default,yes,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2575897 52.485983)
node,273886441,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2629633 52.4892401)
node,273886454,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2591532 52.4871834)
node,273886457,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2586184 52.4868026)
node,273886459,DB Netz AG,switch,no,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2582654 52.4865436)
node,273892767,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.262849 52.4887793)
node,273892772,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2647022 52.489723)
node,273892789,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2668231 52.4907603)
node,273893070,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2673913 52.4910026)
node,274288526,,switch,,,,,,,,506,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4515638 52.510511)
node,274288689,,switch,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4533393 52.5144554)
node,274294397,,switch,,,,,,,,513,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.45346 52.518334)
node,274803506,DB Netz AG,switch,no,default,yes,,yes,no,right,,,,einfache ferngestellte Weiche mit beweglichem Herzstück (!),https://youtu.be/GiV7cJrN8IA?t=6516,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3602974 52.5345413)
node,274803507,DB Netz AG,switch,no,default,yes,,no,no,left,,,,,,,,,"https://commons.wikimedia.org/wiki/File:L01_381_Bf_Berlin_Hbf,_Nordkopf.jpg",,,,,,,,,,,,,,,,,,,,,POINT (13.3593351 52.5355195)
node,274803508,DB Netz AG,switch,no,default,yes,,no,no,left,,,,,https://youtu.be/A9WDQE4JKvE?t=197; https://youtu.be/A9WDQE4JKvE?t=198,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.36041 52.5347142)
node,276520228,DB Netz AG,switch,no,default,yes,yes,no,no,right,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3002359 52.5042172)
node,276520231,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2984239 52.5038302)
node,276520232,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3079401 52.5055511)
node,276520252,DB Netz AG,switch,no,default,yes,yes,no,no,right,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.301266 52.5041901)
node,276520255,DB Netz AG,switch,no,default,yes,yes,no,no,right,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2990543 52.5038267)
node,276520257,DB Netz AG,switch,no,default,yes,yes,no,no,right,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.301842 52.5043242)
node,276575636,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6258375 52.45738)
node,276689687,DB Netz AG,switch,no,inner_curved,yes,yes,no,no,left,11W02,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3747249 52.5245693)
node,276689702,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3833187 52.5212403)
node,277053712,DB InfraGO AG,switch,no,inner_curved,yes,yes,yes,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3786421 52.5475369)
node,279329362,,switch,,,,,,,right,635,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5082477 52.4842842)
node,281661145,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3660605 52.474283)
node,283049069,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3892141 52.5200368)
node,283049082,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3900345 52.5200242)
node,283449939,DB InfraGO AG,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3511619 52.4785623)
node,283449943,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3537537 52.4807152)
node,283749622,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2565259 52.430452)
node,285023047,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2650162 52.4899251)
node,285023059,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.26413 52.4894337)
node,285023100,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2673619 52.4911698)
node,285023110,DB InfraGO AG,switch,no,single_slip,yes,yes,no,no,,,,inside,,,,,,,,,190,,,,,,,,,,,,,,,,,,POINT (13.263797 52.4891484)
node,285023132,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2649103 52.4896626)
node,285023136,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2635232 52.4890113)
node,285081859,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2588158 52.4870086)
node,285081861,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2587911 52.4869908)
node,285081863,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2579207 52.4863517)
node,285864958,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3639881 52.5231018)
node,285864960,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3639568 52.5231339)
node,286761822,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1887151 52.4253207)
node,286762540,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1910879 52.426865)
node,286762541,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1902078 52.4261458)
node,287593077,DB Netz AG,switch,no,default,yes,yes,no,no,left,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3026975 52.5048023)
node,287595114,DB Netz AG,switch,no,outer_curved,yes,yes,no,no,left,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3018804 52.5045093)
node,287595117,DB Netz AG,switch,no,outer_curved,yes,yes,no,no,right,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.301922 52.504518)
node,287595118,DB Netz AG,switch,no,default,yes,yes,no,no,right,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3026923 52.5046284)
node,287595119,DB Netz AG,switch,no,default,yes,yes,no,no,left,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3008003 52.5042111)
node,287595769,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.297769 52.5034967)
