element,id,operator,railway,railway:local_operated,railway:switch,railway:switch:electric,railway:switch:heated,railway:switch:movable_frog,railway:switch:resetting,railway:turnout_side,ref,source,railway:switch:configuration,description,video,railway:maxspeed:diverging,railway:maxspeed:straight,railway:switch_ref,image,source:ref,fixme,railway:radius,railway:electricity,control,railway:local_operated:home_position,usage,railway:electricity:jumpering,disused,note,level,layer,crossing,tactile_paving,wheelchair,source:description,razed:railway,name,abandoned,railway:track_ref,geometry
node,2258562929,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5042545 52.518489)
node,2258562938,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.501086 52.51868)
node,2258562947,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5001377 52.519181)
node,2258562948,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5013507 52.5191856)
node,2258562949,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5001854 52.519223)
node,2258562951,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5047767 52.5193358)
node,2264783628,,switch,,,,,,,right,878,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5265826 52.4855439)
node,2264783629,,switch,,,,,,,right,879,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.526467 52.4853066)
node,2265749272,,switch,,,,,,,,714,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5803098 52.4590011)
node,2265749299,,switch,,,,,,,,607,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5844224 52.4607233)
node,2265749332,,switch,,,,,,,,214,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5833443 52.4621899)
node,2269035293,,switch,,,,,,,left,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6092588 52.4932859)
node,2269035324,,switch,,,,,,,right,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6099039 52.4941666)
node,2269858092,,switch,yes,default,yes,,no,no,left,053,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6100613 52.5113836)
node,2269858095,,switch,yes,default,yes,,no,yes,left,427,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6119319 52.5112878)
node,2275231978,,switch,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4350596 52.4680321)
node,2275231979,,switch,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4354313 52.4680603)
node,2275231980,,switch,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4362408 52.4681254)
node,2275231983,,switch,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4427691 52.4691066)
node,2275231985,,switch,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4432343 52.469212)
node,2275231986,,switch,,default,,,,,left,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4441875 52.4694063)
node,2287214632,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5122947 52.48643)
node,2287214634,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5111027 52.4866254)
node,2291953235,,switch,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6008899 52.4797394)
node,2291953237,,switch,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6010038 52.4808456)
node,2291953238,,switch,,,,,,,left,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6037714 52.485763)
node,2291953243,,switch,,,,,,,right,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6045901 52.4868772)
node,2291953251,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6126744 52.4979392)
node,2291953255,,switch,,,,,,,,715,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5831244 52.4624834)
node,2293734643,,switch,,,,,,,,107,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5844094 52.4593767)
node,2297598325,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5096408 52.4870628)
node,2321515684,DB Netz AG,switch,no,outer_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4649764 52.4964287)
node,2323923070,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.459873 52.4912536)
node,2338530799,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5505006 52.4613005)
node,2338565683,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.550559 52.4612437)
node,2338565698,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5509036 52.4610845)
node,2338565699,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5502526 52.4611602)
node,2338565707,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5505062 52.4606893)
node,2357298685,DB Netz AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4460857 52.5073097)
node,2372135620,,switch,,,,,,,,455,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5353392 52.5256624)
node,2377777754,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2512012 52.430069)
node,2377777777,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.249642 52.4301075)
node,2377777805,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2491195 52.4301772)
node,2387626663,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4879524 52.4684669)
node,2387626665,DB Netz AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4864439 52.4693427)
node,2399709062,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4307996 52.4284422)
node,2403050050,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5503667 52.4612716)
node,2421838017,,switch,,,,,,,,81,Bing;www.trassenfinder.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5367864 52.5257164)
node,2421838034,,switch,,default,,,,,left,90,Bing;www.trassenfinder.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5359426 52.5276002)
node,2421838041,,switch,,,,,,,,91,www.trassenfinder.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5356283 52.5282712)
node,2421838133,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5148171 52.564128)
node,2421838136,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5135515 52.5651858)
node,2421901011,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4997022 52.5112648)
node,2421901014,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4991665 52.511488)
node,2421901020,,switch,no,double_slip,yes,yes,no,no,,297,,inside,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4995435 52.5117178)
node,2421901022,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4997658 52.5118173)
node,2421901023,DB Netz AG,switch,no,default,yes,,no,no,right,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5001491 52.5120588)
node,2421901029,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5006419 52.5121583)
node,2421901030,DB Netz AG,switch,no,default,yes,,no,no,right,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.500256 52.5121187)
node,2421901031,,switch,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5010006 52.5122717)
node,2421901036,DB Netz AG,switch,no,default,yes,,no,no,left,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5010789 52.5125553)
node,2421901042,,switch,,default,,,,,right,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5018688 52.512581)
node,2421901051,,switch,,default,,,,,right,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5031039 52.5129538)
node,2421901053,,switch,no,default,yes,,,,left,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5030005 52.5130785)
node,2421901103,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.522556 52.5141769)
node,2421901108,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,W44,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5235138 52.5141987)
node,2421901117,DB Netz AG,switch,no,default,yes,,no,,right,W41,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5211456 52.5142493)
node,2421901118,DB Netz AG,switch,no,default,yes,yes,no,no,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5227826 52.5142662)
node,2421901121,DB Netz AG,switch,,default,,,,,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5204053 52.5142663)
node,2421901123,DB Netz AG,switch,,default,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5203314 52.5142678)
node,2421901126,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5242462 52.5142789)
node,2421901128,DB InfraGO AG,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5178557 52.5142815)
node,2421901131,DB Netz AG,switch,no,default,yes,yes,no,no,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5219633 52.5142837)
node,2421901143,,switch,,default,,,,,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5189111 52.5143505)
node,2421901144,DB Netz AG,switch,no,default,yes,yes,no,no,right,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.52133 52.5143424)
node,2421901145,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5185929 52.5143575)
node,2440453115,,switch,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4995799 52.5114048)
node,2445510581,,switch,yes,default,yes,,,,left,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4938516 52.5447976)
node,2445663121,,switch,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4934057 52.5101518)
node,2445663130,,switch,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4940802 52.510267)
node,2445663138,,switch,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4945318 52.5103117)
node,2445663157,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4939979 52.5103015)
node,2445663159,,switch,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4956085 52.5105693)
node,2445663165,DB Netz AG,switch,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4963949 52.5108003)
node,2445663171,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4970913 52.5108791)
node,2445663186,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4973572 52.5109838)
node,2445663190,DB Netz AG,switch,no,double_slip,yes,yes,no,no,,,,inside,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4975861 52.5110395)
node,2445663191,DB Netz AG,switch,no,default,yes,,no,no,left,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4979394 52.5111104)
node,2445663197,DB Netz AG,switch,no,default,yes,,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4982103 52.5111979)
node,2445663214,DB Netz AG,switch,,,,,,,,,,,,,,,,,,Genaue Lage?,,,,,,,,,,,,,,,,,,,POINT (13.4983386 52.5113013)
node,2445663221,,switch,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4987821 52.5115373)
node,2445663223,DB Netz AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4992486 52.5116363)
node,2456291667,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3767382 52.5107135)
node,2456745521,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4990935 52.5431672)
node,2475694101,DB Netz AG,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.737375 52.433156)
node,2494615965,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3523363 52.5502274)
node,2494991442,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3261885 52.5634259)
node,2494991444,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.326246 52.5635095)
node,2494991447,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3257559 52.5635593)
node,2494991449,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3257838 52.5635911)
node,2512584129,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3727075 52.4995559)
node,2512591859,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.420441 52.4990929)
node,2512592023,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4388792 52.5004227)
node,2512592024,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4392593 52.5004472)
node,2512596061,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4482627 52.5039897)
node,2512596068,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.448256 52.504075)
node,2512596071,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4485334 52.5042665)
node,2512607083,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4490374 52.5045976)
node,2512607100,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4492534 52.5047245)
node,2512607101,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4490989 52.5047165)
node,2512607102,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4491302 52.5046985)
node,2512607105,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4489795 52.5046044)
node,2512607109,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.449317 52.5048038)
node,2512607110,,switch,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4488565 52.5044772)
node,2529587235,DB Netz AG,switch,no,,yes,,,,,,,,,,,,,"https://commons.wikimedia.org/wiki/File:I09_096_Nord-S%C3%BCd-Fernbahntunnel,_Nordportal.jpg",,,,,,,,,,,,,,,,,,,,,POINT (13.3646967 52.5306023)
node,2529587236,,switch,no,,yes,,,,,,,,,,,,,"https://commons.wikimedia.org/wiki/File:I09_096_Nord-S%C3%BCd-Fernbahntunnel,_Nordportal.jpg",,,,,,,,,,,,,,,,,,,,,POINT (13.3639235 52.5312598)
node,2543714613,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5758164 52.4145278)
node,2543714628,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5751108 52.4141848)
node,2557512135,DB InfraGO AG,switch,no,inner_curved,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4681095 52.613912)
node,2557512137,DB InfraGO AG,switch,,,,,,,left,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4675177 52.6133249)
node,2570062543,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.319246 52.6078057)
node,2570062545,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.318548 52.6085033)
node,2570062547,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3184614 52.608573)
node,2570062549,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3179697 52.6090517)
node,2585405442,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4412404 52.5891239)
node,2599505468,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4289162 52.5118034)
node,2604972587,,switch,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5793315 52.4585424)
node,2604972597,,switch,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5800635 52.4593155)
node,2604972625,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5827342 52.4620715)
node,2604972731,,switch,,,,,,,,587,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5982945 52.4737724)
node,2604972733,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5994339 52.4743107)
node,2612434123,DB InfraGO AG,switch,no,outer_curved,yes,yes,yes,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3798721 52.5478145)
node,2614563600,,switch,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.7185351 52.4548785)
node,2614563604,,switch,,,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.7204128 52.4551542)
node,2667489547,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1261071 52.5385983)
node,2667489555,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1257468 52.5386545)
node,2756617356,,switch,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4118253 52.4586498)
node,2756617453,,switch,yes,default,no,,,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4123257 52.4639676)
node,2781617589,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3375239 52.5158907)
node,2781617590,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3382375 52.516477)
node,2781617592,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3388601 52.5170896)
node,2781628660,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.314066 52.5053863)
node,2781628662,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3152545 52.5053518)
node,2781659814,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4263532 52.5120988)
node,2781667639,DB InfraGO AG,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4305896 52.5118005)
node,2781674113,DB InfraGO AG,switch,no,outer_curved,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4298611 52.5117038)
node,2781674118,DB InfraGO AG,switch,no,,yes,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4290466 52.5117867)
node,2781694519,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3348843 52.5108557)
node,2781694523,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3352113 52.5116257)
node,2781713548,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3356994 52.5124618)
node,2793220364,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4179271 52.5484615)
node,2793236561,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4117958 52.5495681)
node,2793236567,DB InfraGO AG,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4110343 52.5496528)
node,2793243094,DB Netz AG,switch,no,outer_curved,yes,,no,no,,704,estimate; extrapolate; survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.38801 52.549089)
node,2793248277,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3725306 52.54516)
node,2793248280,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.373534 52.5456292)
node,2793248281,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3738579 52.5457661)
node,2793248283,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3749292 52.546179)
node,2793773290,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3886944 52.4699769)
node,2793773297,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.387554 52.4701897)
node,2793803272,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1972936 52.4374225)
node,2793803273,,switch,,default,,,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1980876 52.4381256)
node,2793803274,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1981735 52.4381932)
node,2793803275,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.1990538 52.438817)
node,2793808748,DB Netz AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3899374 52.5665977)
node,2793808750,DB Netz AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3890876 52.5670238)
node,2793808751,DB Netz AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3887093 52.5672324)
node,2793808755,DB Netz AG,switch,no,default,yes,yes,no,no,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3879267 52.5677123)
node,2793810509,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4059601 52.5636602)
node,2793810511,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4066709 52.5641231)
node,2799803197,,switch,no,default,yes,,no,,left,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6043489 52.3879724)
node,2799805735,,switch,,default,,,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5944153 52.3986847)
node,2800746471,DB InfraGO AG,switch,,default,,,,,left,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5111374 52.4538022)
node,2800755013,DB InfraGO AG,switch,,default,,,,,right,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5123974 52.4532256)
node,2800764869,DB InfraGO AG,switch,no,,yes,,,,right,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5143113 52.4517481)
node,2800764875,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5126254 52.4530165)
node,2802111871,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5144497 52.4519527)
node,2802111872,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5139714 52.4522146)
node,2802128496,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5152735 52.4516025)
node,2802128497,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5149385 52.4516995)
node,2802128499,DB InfraGO AG,switch,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5153908 52.45142)
node,2802129491,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5154287 52.4514457)
node,2802129495,DB InfraGO AG,switch,no,default,yes,yes,no,no,right,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5158327 52.4512717)
node,2802164506,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.515312 52.4515874)
node,2802164509,DB InfraGO AG,switch,,,,,,,,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5158489 52.4513661)
node,2802177800,DB InfraGO AG,switch,,default,,,,,left,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.512464 52.4531825)
node,2802179302,DB InfraGO AG,switch,,,,,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.512918 52.4529344)
node,2802179303,DB InfraGO AG,switch,no,default,yes,yes,no,no,left,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5150696 52.4521573)
node,2802192760,DB InfraGO AG,switch,,,,,,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5142319 52.4521513)
