element,id,operator,railway,railway:signal:combined,railway:signal:direction,railway:signal:position,ref,description,note,geometry
node,4396761718,,signal,DE-ESO:ks,backward,left,39 ZR112,Unknown,Unknown,POINT (13.5743516 52.4119807)
node,4396761719,,signal,,forward,right,,Unknown,Unknown,POINT (13.5730371 52.412891)
node,4396761724,,signal,,backward,left,,Unknown,Unknown,POINT (13.569972 52.4148152)
node,4396761725,,signal,,backward,left,,Unknown,Unknown,POINT (13.5700072 52.4148567)
node,4396761726,,signal,,backward,right,,Unknown,Unknown,POINT (13.5537307 52.4148775)
node,4396761727,,signal,DE-ESO:ks,forward,right,39 C,Unknown,Unknown,POINT (13.5688672 52.4156789)
node,4396761728,,signal,,forward,right,,Unknown,Unknown,POINT (13.5561042 52.4172894)
node,4396761734,,signal,,forward,right,,Unknown,Unknown,POINT (13.5587367 52.4183527)
node,4400369537,,signal,,forward,left,,Unknown,Unknown,POINT (13.5278288 52.3983749)
node,4400369541,,signal,DE-ESO:hl,forward,bridge,,Unknown,Unknown,POINT (13.5298627 52.399329)
node,4400369542,,signal,DE-ESO:hl,backward,left,180,Unknown,Unknown,POINT (13.5298976 52.3993456)
node,4400369553,,signal,DE-ESO:hl,forward,bridge,,Unknown,Unknown,POINT (13.5409974 52.4045592)
node,4400369561,,signal,DE-ESO:ks,forward,right,8611,Unknown,Unknown,POINT (13.5504125 52.4110677)
node,4405699933,DB Netz AG,signal,DE-ESO:ks,forward,left,358,Unknown,Unknown,POINT (13.3321007 52.5073031)
node,4406723720,,signal,,backward,left,634,Unknown,Unknown,POINT (13.3075291 52.4077091)
node,4406723722,,signal,,backward,left,633,Unknown,Unknown,POINT (13.3074673 52.407728)
node,4406865449,,signal,DE-ESO:ks,forward,left,2246,Unknown,Unknown,POINT (13.3090264 52.4107571)
node,4406865452,,signal,,forward,right,,Unknown,Unknown,POINT (13.3099256 52.4125467)
node,4406865453,,signal,,forward,right,,Unknown,Unknown,POINT (13.3097692 52.4125817)
node,4406865455,,signal,,forward,right,,Unknown,Unknown,POINT (13.3106241 52.4138451)
node,4407022666,,signal,,forward,right,,Unknown,Unknown,POINT (13.3145714 52.4191246)
node,4407022676,,signal,,forward,right,,Unknown,Unknown,POINT (13.3150521 52.4196573)
node,4407022680,,signal,DE-ESO:ks,forward,left,2234,Unknown,Unknown,POINT (13.3152802 52.4198988)
node,4407022682,,signal,,backward,left,,Unknown,Unknown,POINT (13.3151176 52.4199504)
node,4407022683,,signal,,backward,left,,Unknown,Unknown,POINT (13.315359 52.4199812)
node,4407022684,,signal,,forward,right,,Unknown,Unknown,POINT (13.3156799 52.4201838)
node,4407022687,,signal,,backward,right,,Unknown,Unknown,POINT (13.3194401 52.423687)
node,4407023020,,signal,DE-ESO:ks,forward,right,2232,Unknown,Unknown,POINT (13.3242302 52.4267334)
node,4407023021,,signal,DE-ESO:ks,backward,bridge,2230,Unknown,Unknown,POINT (13.3241838 52.4267572)
node,4407360874,,signal,,forward,right,,Unknown,Unknown,POINT (13.3390651 52.4367357)
node,4407360945,,signal,,backward,left,,Unknown,Unknown,POINT (13.3475676 52.442502)
node,4407360975,,signal,,forward,right,,Unknown,Unknown,POINT (13.3541331 52.4485942)
node,4407380867,,signal,,forward,left,,Unknown,Unknown,POINT (13.3646882 52.4743586)
node,4407433910,,signal,DE-ESO:ks,forward,bridge,21 206,Unknown,Unknown,POINT (13.3305387 52.4307848)
node,4407434001,,signal,,forward,bridge,,Unknown,Unknown,POINT (13.352252 52.446225)
node,4407434011,,signal,,backward,left,,Unknown,Unknown,POINT (13.3573794 52.4544502)
node,4407434019,,signal,,backward,left,54H,Unknown,Unknown,POINT (13.3583862 52.4572788)
node,4407434025,,signal,,backward,left,,Unknown,Unknown,POINT (13.3611799 52.4652551)
node,4407434029,,signal,,forward,right,53Vzv36,Unknown,Unknown,POINT (13.3627283 52.4687181)
node,4407434030,,signal,,backward,left,53Vzv35,Unknown,Unknown,POINT (13.3624283 52.4687596)
node,4408677581,,signal,,backward,right,,Unknown,Unknown,POINT (13.3157371 52.4201702)
node,4429380616,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.1925855 52.5351877)
node,4429380617,DB Netz AG,signal,,forward,right,,LZB-Bereichskennzeichungswechsel in westlicher Richtung,Unknown,POINT (13.1926981 52.5351694)
node,4429380618,DB InfraGO AG,signal,DE-ESO:ks,forward,right,87 N16,Ks-Mehrabschnittssignal als Ausfahrsignal in westlicher Richtung,Unknown,POINT (13.1925568 52.5351923)
node,4429380620,DB Netz AG,signal,,backward,right,,LZB-Bereichskennzeichungswechsel in westlicher Richtung,Unknown,POINT (13.1927344 52.5352765)
node,4438769722,DB InfraGO AG,signal,DE-ESO:ks,forward,right,949,Unknown,Unknown,POINT (13.3343433 52.5349495)
node,4438769723,DB InfraGO AG,signal,DE-ESO:ks,forward,right,950,Unknown,Unknown,POINT (13.3352396 52.5351867)
node,4439191859,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4729389 52.5024634)
node,4439191871,DB Netz AG,signal,DE-ESO:ks,backward,left,1426,Unknown,Unknown,POINT (13.467715 52.5032767)
node,4456227837,DB Netz AG,signal,,backward,left,3027,Ks-Hauptsignal in südwestlicher Richtung,Unknown,POINT (13.2603718 52.4877146)
node,4456227838,DB Netz AG,signal,DE-ESO:ks,forward,right,3031,Ks-Mehrabschnittssignal in südwestlicher Richtung,Eventuell kann das Zs 3 auch noch dunkel geschaltet sein,POINT (13.2601542 52.4878328)
node,4456227839,DB Netz AG,signal,DE-ESO:ks,forward,left,3033,Ks-Mehrabschnittssignal in südwestlicher Richtung,Unknown,POINT (13.2600323 52.487907)
node,4456227841,DB Netz AG,signal,,forward,right,,"Geschwindigkeitsankündesignal (Lf6 ""10"") in östlicher Richtung",Unknown,POINT (13.2615916 52.4882455)
node,4456227842,DB Netz AG,signal,,backward,left,,"Geschwindigkeitsankündesignal (Lf6 ""10"") in östlicher Richtung",Unknown,POINT (13.261556 52.4882764)
node,4456394975,DB Netz AG,signal,,forward,right,,"Geschwindigkeitsankündesignal (Lf6 ""6"") in nordöstlicher Richtung",Unknown,POINT (13.3084227 52.505388)
node,4456394979,DB InfraGO AG,signal,DE-ESO:ks,forward,right,3444,Ks-Mehrabschnittssignal in östlicher Richtung,Das Zs 3 kann evtl auch dunkel geschaltet sein,POINT (13.2440491 52.5117184)
node,4456394980,DB InfraGO AG,signal,DE-ESO:ks,forward,left,3446,Ks-Mehrabschnittssignal in östlicher Richtung,Das Zs 3 kann evtl auch dunkel geschaltet sein,POINT (13.2440344 52.5117572)
node,4456394983,DB InfraGO AG,signal,DE-ESO:ks,forward,right,3452,Ks-Mehrabschnittssignal in östlicher Richtung,Das Zs 3 kann evtl auch dunkel geschaltet sein,POINT (13.2439134 52.512045)
node,4456394984,DB InfraGO AG,signal,DE-ESO:ks,forward,left,3454,Ks-Mehrabschnittssignal in östlicher Richtung,Das Zs 3 kann evtl auch dunkel geschaltet sein,POINT (13.2438969 52.5120842)
node,4456394985,DB Netz AG,signal,DE-ESO:ks,backward,bridge,12B,Ks-Mehrabschnittssignal in südwestlicher Richtung,hängt an Signalbrücke,POINT (13.3372742 52.5154362)
node,4456394986,DB Netz AG,signal,DE-ESO:ks,forward,bridge,12A,Ks-Mehrabschnittssignal in südwestlicher Richtung,hängt an Signalbrücke,POINT (13.3372299 52.5154535)
node,4456394987,DB Netz AG,signal,DE-ESO:ks,forward,bridge,1216,Ks-Mehrabschnittssignal als Blocksignal in östlicher Richtung,Unknown,POINT (13.3519405 52.5195674)
node,4456394988,DB Netz AG,signal,,backward,bridge,,Ks-Vorsignal in östlicher Richtung,Unknown,POINT (13.3519491 52.5196033)
node,4456397603,DB Netz AG,signal,DE-ESO:ks,forward,right,450,Ks-Mehrabschnittssignal in nordöstlicher Richtung,Unknown,POINT (13.2940895 52.5028181)
node,4456397605,DB Netz AG,signal,DE-ESO:ks,forward,right,425,Ks-Mehrabschnittssignal in südwestlicher Richtung,"Ks-Mehrabschnittssignal mit 3 Zs-Anzeigern, oben Zs3 ""4"" und evtl. weiteren Kennziffern; unten links noch nicht vollständig erfasst; unten rechts Zs2 ""H"" Richtung Verbindungskurve Halensee, ""S"" Ri. BWKS ins Gegengleis und ""R"" Ri. BWKS ins Regelgleis",POINT (13.3030173 52.5047409)
node,4456397606,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3032043 52.5049138)
node,4456397607,DB Netz AG,signal,DE-ESO:ks,backward,bridge,B 3,Ks-Mehrabschnittssignal (auf Signalbrücke),Unknown,POINT (13.3180374 52.5050912)
node,4456397608,DB Netz AG,signal,DE-ESO:ks,forward,bridge,12F,Ks-Mehrabschnittssignal (auf Signalbrücke),Unknown,POINT (13.3180242 52.5050919)
node,4456397609,DB Netz AG,signal,DE-ESO:ks,forward,bridge,A3,Ks-Mehrabschnittssignal (auf Signalbrücke),Unknown,POINT (13.3180445 52.5051235)
node,4456397610,DB Netz AG,signal,DE-ESO:ks,backward,bridge,12G,Ks-Mehrabschnittssignal (auf Signalbrücke),Unknown,POINT (13.3180278 52.5051245)
node,4456397799,DB Netz AG,signal,,forward,right,,einfache Hektometertafel,Unknown,POINT (13.2833474 52.5003557)
node,4456397807,DB Netz AG,signal,DE-ESO:ks,backward,bridge,12N51,Ks-Mehrabschnittssignal als Ausfahrsignal in südwestlicher Richtung,Unknown,POINT (13.3314743 52.5061654)
node,4456397808,DB Netz AG,signal,DE-ESO:ks,backward,bridge,12N52,Ks-Mehrabschnittssignal als Ausfahrsignal in südwestlicher Richtung,Unknown,POINT (13.3314087 52.5062016)
node,4456397809,DB Netz AG,signal,DE-ESO:ks,forward,bridge,12N53,Ks-Mehrabschnittssignal als Ausfahrsignal in südwestlicher Richtung,Unknown,POINT (13.3313619 52.5062287)
node,4456397810,DB Netz AG,signal,DE-ESO:ks,forward,bridge,12N54,Ks-Mehrabschnittssignal als Ausfahrsignal in südwestlicher Richtung,Unknown,POINT (13.3313093 52.5062623)
node,4456397812,DB Netz AG,signal,,backward,bridge,,Ks-Vorsignalwiederholer in nordwestlicher Richtung,Unknown,POINT (13.2620618 52.507055)
node,4456397813,DB Netz AG,signal,,forward,bridge,,Ks-Vorsignalwiederholer in nordwestlicher Richtung,Unknown,POINT (13.262102 52.5070803)
node,4456397815,DB Netz AG,signal,,backward,bridge,85 25,Ks-Hauptsignal als Blocksignal in nordwestlicher Richtung,Unknown,POINT (13.2594513 52.5081681)
node,4456397816,DB Netz AG,signal,DE-ESO:ks,forward,bridge,85 15,Ks-Mehrabschnittssignal als Blocksignal in nordwestlicher Richtung,Unknown,POINT (13.2594832 52.5082042)
node,4456397849,DB Netz AG,signal,,backward,bridge,,Ks-Vorsignal auf Signalbrücke in westlicher Richtung,Unknown,POINT (13.3455583 52.5200208)
node,4456397850,DB Netz AG,signal,DE-ESO:ks,forward,bridge,1217,Ks-Mehrabschnittssignal (auf Signalbrücke) als Blocksignal in westlicher Richtung,Unknown,POINT (13.3455707 52.5200597)
node,4456397852,DB Netz AG,signal,,forward,bridge,11 F,Ks-Hauptsignal (auf Signalbrücke) als Einfahrsignal in nordöstlicher Richtung,Unknown,POINT (13.3601341 52.5211266)
node,4456397853,DB Netz AG,signal,,backward,bridge,11 G,Ks-Hauptsignal (auf Signalbrücke) als Einfahrsignal in nordöstlicher Richtung,Unknown,POINT (13.3600977 52.5211535)
node,4456397866,DB InfraGO AG,signal,,backward,left,,"Fester Geschwindigkeitsanzeiger (Zs3 ""12"") und Geschwindigkeitssignal (lf7 ""12"") in westlicher Richtung","Zs 3 als separaten Node getaggt, da Tag-Kollision",POINT (13.21058 52.5314613)
node,4456397870,DB Netz AG,signal,,backward,left,,Ks-Vorsignalwiederholer in südöstlicher Richtung,vom Dach abgehangen,POINT (13.1973278 52.5346606)
node,4456397871,DB Netz AG,signal,,forward,right,,100-Meter-Haltetafel in nordwestlicher Richtung,Unknown,POINT (13.1969709 52.5347219)
node,4456397872,DB Netz AG,signal,,forward,right,,260-Meter-Haltetafel in nordwestlicher Richtung,Unknown,POINT (13.1948514 52.5350727)
node,4456398789,DB Netz AG,signal,,forward,right,,"""24x""-Haltetafel (als Zwergsignal) in nordöstlicher Richtung",Unknown,POINT (13.2699209 52.4988224)
node,4456398790,,signal,,forward,right,,Haltetafel in nordwestlicher Richtung,Unknown,POINT (13.2696632 52.4988911)
node,4456398792,DB InfraGO AG,signal,DE-ESO:ks,forward,left,3417,Ks-Mehrabschnittssignal in nordwestlicher Richtung,Unknown,POINT (13.2693932 52.4989687)
node,4456398793,,signal,DE-ESO:ks,forward,right,3414,Ks-Mehrabschnittssignal in südöstlicher Richtung,Unknown,POINT (13.2688585 52.4990245)
node,4456399289,DB Netz AG,signal,DE-ESO:ks,backward,bridge,12P53,Ks-Mehrabschnittssignal als Ausfahrsignal in nordöstlicher Richtung,Unknown,POINT (13.3341989 52.5096647)
node,4456399290,DB Netz AG,signal,DE-ESO:ks,forward,right,12 P51,Ks-Mehrabschnittssignal als Ausfahrsignal in nordöstlicher Richtung,Unknown,POINT (13.3343532 52.5096791)
node,4456399291,DB Netz AG,signal,DE-ESO:ks,backward,bridge,12P54,Ks-Mehrabschnittssignal als Ausfahrsignal in nordöstlicher Richtung,Unknown,POINT (13.3341234 52.5096798)
node,4456399292,DB Netz AG,signal,DE-ESO:ks,forward,right,12 P52,Ks-Mehrabschnittssignal als Ausfahrsignal in nordöstlicher Richtung,Unknown,POINT (13.3342782 52.5096928)
node,4456399297,DB Netz AG,signal,DE-ESO:ks,forward,bridge,12R42,Ks-Mehrabschnittssignal in südwestlicher Richtung,Unknown,POINT (13.3352505 52.5116998)
node,4459430395,DB InfraGO AG,signal,,backward,right,,"Geschwindigkeitssignal (Lf7 ""10"") in westlicher Richtung","steht in westlicher Richtung links des Gleises, mit Zuordnungspfeil rechts",POINT (13.3313163 52.477595)
node,4459430396,DB InfraGO AG,signal,DE-ESO:ks,forward,right,784,Ks-Mehrabschnittssignal in südöstlicher Richtung,aus langsamer Vorbeifahrt erfasst,POINT (13.3631697 52.4779096)
node,4459430404,,signal,DE-ESO:ks,backward,left,811,Ks-Mehrabschnittssignal in südwestlicher Richtung,Unknown,POINT (13.350594 52.4789977)
node,4459430413,DB InfraGO AG,signal,,backward,right,,"Geschwindigkeitssignal (Lf7 ""10"") in nordwestlicher Richtung",die beiden Geschwindigkeitssignale hängen am gleichen Mast,POINT (13.2976274 52.4903552)
node,4459430414,DB InfraGO AG,signal,,forward,right,,"Geschwindigkeitssignal (Lf7 ""6"") in südöstlicher Richtung",die beiden Geschwindigkeitssignale hängen am gleichen Mast,POINT (13.2976217 52.4903599)
node,4459430420,DB Netz AG,signal,,forward,right,,Ks-Vorsignal in nördlicher Richtung,Unknown,POINT (13.2846673 52.5095584)
node,4459430421,DB Netz AG,signal,,backward,left,,Ks-Vorsignal in nördlicher Richtung,Unknown,POINT (13.2845921 52.5095768)
node,4461659170,,signal,,,,,Unknown,Unknown,POINT (13.2872606 52.5930055)
node,4474343526,,signal,DE-ESO:ks,forward,right,1,Unknown,Mastschild schwarz-weiß,POINT (13.3544403 52.6073757)
node,4498841344,DB Netz AG,signal,DE-ESO:ks,backward,bridge,5103,Unknown,trägt keine Zusatzanzeiger; hängt am gleichen Ausleger wie die beiden Einfahrsignale,POINT (13.3603892 52.5345596)
node,4498841345,DB Netz AG,signal,DE-ESO:ks,forward,bridge,5101,Unknown,trägt keine Zusatzanzeiger; hängt am gleichen Ausleger wie die beiden Einfahrsignale,POINT (13.3604351 52.5345796)
node,4498841347,DB Netz AG,signal,DE-ESO:ks,backward,left,51 P21,Unknown,Unknown,POINT (13.3613824 52.5335323)
node,4498841731,DB Netz AG,signal,,backward,bridge,,Unknown,trägt keinen Zusatzanzeiger,POINT (13.3591042 52.5377609)
node,4498841732,DB Netz AG,signal,,forward,bridge,,Unknown,trägt keinen Zusatzanzeiger,POINT (13.3591736 52.5377515)
node,4498841734,DB Netz AG,signal,DE-ESO:ks,forward,right,51A,Unknown,Unknown,POINT (13.3566362 52.536733)
node,4498841735,DB Netz AG,signal,,backward,left,51 P19,Unknown,dieses Signal steht tatsächlich wenige Meter vor dem Prellbock und gehört auch nicht zum Nachbargleis... -- wird durch den somit geschaffenen kurzen Durchrutschweg eine Stumpfgleiseinfahrt vermieden?,POINT (13.3564073 52.5368291)
node,4498841738,DB Netz AG,signal,DE-ESO:ks,backward,right,51 ZR28,Unknown,"Zeigte Zs 3 ""6"", mit Ks 2, für Einfahrt ins Gleis 7",POINT (13.3618938 52.5333297)
node,4498841739,DB Netz AG,signal,,backward,bridge,,Unknown,Unknown,POINT (13.3590742 52.5366538)
node,4498841740,DB Netz AG,signal,,forward,bridge,,Unknown,Unknown,POINT (13.3590137 52.5366519)
node,4504281318,,signal,,both,in_track,,Unknown,Unknown,POINT (13.3137524 52.6126218)
node,4505230318,DB Netz AG,signal,,backward,left,,"Geschwindigkeitssignal (Lf7 ""10"") in südöstlicher Richtung",Unknown,POINT (13.3494441 52.5366627)
node,4505230327,DB Netz AG,signal,,forward,right,,Ks-Vorsignal in östlicher Richtung,"ohne Zusatzanzeiger, ohne verkürzten Bremswegabstand",POINT (13.3451158 52.5358741)
node,4505230399,DB InfraGO AG,signal,DE-ESO:ks,backward,bridge,41B,"Ks-Mehrabschnittssignal, als Einfahrsignal, in nordöstlicher Richtung",Unknown,POINT (13.3752122 52.5462392)
node,4505230400,DB InfraGO AG,signal,DE-ESO:ks,forward,bridge,41A,"Ks-Mehrabschnittssignal, als Einfahrsignal, in nordöstlicher Richtung","Zeigt Zs3 ""6"" für Einfahrt ins Gleis 9, Zeigt Zs 3 ""8"" für Einfahrt nach Gleis 10; Zeigt Ks 1+Zs 3 ""8""+Zs 2v ""R"" für Einfahrt nach Gleis 9",POINT (13.3752461 52.5462071)
node,4505230401,,signal,DE-ESO:ks,backward,bridge,4154,"Ks-Mehrabschnittssignal, mit variablem Geschwindigkeitsvoranzeiger (Zs 3v) und variablem Richtungsanzeiger (Zs 2), als Blocksignal in südwestlicher Richtung","Zeigt Ks 1+Zs 2 ""A""+Zs 3v dunkel für Fahrstraße Richtung Moabit ins Gegengleis",POINT (13.3690387 52.5435255)
node,4505230402,DB Netz AG,signal,DE-ESO:ks,backward,bridge,4121,Ks-Mehrabschnittssignal als Blocksignal in nördlicher Richtung,Unknown,POINT (13.3611719 52.5398518)
node,4505230403,DB Netz AG,signal,DE-ESO:ks,forward,bridge,4113,Ks-Mehrabschnittssignal als Blocksignal in nördlicher Richtung,Unknown,POINT (13.3612087 52.5398229)
node,4505230406,,signal,DE-ESO:ks,forward,right,51 P28,Unknown,"Zeigt offenbar Zs 3 ""4"" für Einfahrt in Abstellgleis (abgeleitetet aus veröffentlichtem sicherungstechnischen Übersichtsplan, siehe ""source:maxspeed"" auf jenem Abstellgleis)",POINT (13.3612377 52.5339481)
node,4505230408,DB InfraGO AG,signal,,backward,left,,Ks-Vorsignalwiederholer in östlicher Richtung,trägt keine Zusatzanzeiger,POINT (13.3550586 52.5370348)
node,4505230409,DB Netz AG,signal,,forward,right,,Unknown,trägt keine Zusatzanzeiger,POINT (13.3545518 52.536987)
node,4505230410,DB InfraGO AG,signal,,backward,left,,Ks-Vorsignalwiederholer in östlicher Richtung,trägt keine Zusatzanzeiger,POINT (13.3539081 52.5370132)
node,4505230413,DB Netz AG,signal,,backward,left,,"Geschwindigkeitssignal (Lf 7 ""16"") in westlicher Richtung",Unknown,POINT (13.3527584 52.53687)
node,4505230414,DB Netz AG,signal,,forward,right,,"Geschwindigkeitssignal (Lf 7 ""16"") in westlicher Richtung",Unknown,POINT (13.3527499 52.5369064)
node,4505230415,DB Netz AG,signal,,backward,left,,Ks-Vorsignal in östlicher Richtung,"ohne Zusatzanzeiger, ohne verkürzten Bremswegabstand",POINT (13.3451053 52.5359145)
node,4505230416,DB Netz AG,signal,,forward,right,,"Geschwindigkeitssignal (Lf7 ""8"") in östlicher Richtung",Unknown,POINT (13.3444013 52.5358239)
node,4507200816,DB Netz AG,signal,,backward,right,,Haltetafel (ohne Zusatztext) in nordöstlicher Richtung,"steht, mit beidseitigen Zuordnungspfeilen, zwischen den beiden Gleisen",POINT (13.3666981 52.4778285)
node,4507200817,DB Netz AG,signal,,backward,left,,Haltetafel (ohne Zusatztext) in nordöstlicher Richtung,"steht, mit beidseitigen Zuordnungspfeilen, zwischen den beiden Gleisen",POINT (13.3666276 52.47784)
node,4507200818,DB Netz AG,signal,,forward,right,,Haltetafel (ohne Zusatztext) in nordöstlicher Richtung,"steht, mit beidseitigen Zuordnungspfeilen, zwischen den beiden Gleisen",POINT (13.3668936 52.4777872)
node,4507200819,DB Netz AG,signal,,forward,left,,Haltetafel (ohne Zusatztext) in nordöstlicher Richtung,"steht, mit beidseitigen Zuordnungspfeilen, zwischen den beiden Gleisen",POINT (13.3669579 52.477772)
node,4507200820,DB Netz AG,signal,,backward,left,,310-Meter-Haltetafel in nordöstlicher Richtung,"steht, mit beidseitigen Zuordnungspfeilen, zwischen den beiden Gleisen",POINT (13.3662067 52.4771309)
node,4507200821,DB Netz AG,signal,,backward,right,,310-Meter-Haltetafel in nordöstlicher Richtung,"steht, mit beidseitigen Zuordnungspfeilen, zwischen den beiden Gleisen",POINT (13.3662729 52.477119)
node,4510267386,,signal,DE-ESO:ks,forward,right,20 68,Unknown,Unknown,POINT (13.3917842 52.3947831)
node,4510267388,,signal,DE-ESO:ks,backward,right,2083,Unknown,Unknown,POINT (13.3932987 52.392378)
node,4510267390,,signal,DE-ESO:ks,forward,right,2081,Unknown,Unknown,POINT (13.393237 52.3923644)
